256 20 1.89153
256 30 2.56057
256 40 3.16886
256 50 3.55925
256 60 3.875
512 20 4.29521
512 30 4.86918
512 40 5.54903
512 50 6.34131
512 60 6.59748
1024 20 7.00089
1024 30 6.85177
1024 40 7.16508
1024 50 7.26491
1024 60 7.64082
2048 20 7.88874
2048 30 8.10107
2048 40 8.17744
2048 50 8.47758
2048 60 8.27185
4096 20 8.46673
4096 30 8.54347
4096 40 8.6361
4096 50 8.67449
4096 60 8.61371
