256 20 10.0
256 30 10.0
256 40 10.0
256 50 10.0
256 60 10.0
512 20 10.0
512 30 10.0
512 40 10.0
512 50 9.98334
512 60 9.98262
1024 20 9.93483
1024 30 9.91811
1024 40 9.88518
1024 50 9.83456
1024 60 9.80525
2048 20 9.4465
2048 30 9.16871
2048 40 8.89555
2048 50 8.45357
2048 60 8.29009
4096 20 5.206
4096 30 2.81853
4096 40 0.348065
4096 50 -2.50846
4096 60 -5.01701
