256 0 2.85879
256 2 1.90864
256 4 1.77812
256 6 1.70367
256 8 2.10145
256 10 1.78784
512 0 4.27762
512 2 2.13345
512 4 1.86098
512 6 1.5088
512 8 1.51408
512 10 1.90411
1024 0 4.91938
1024 2 2.29267
1024 4 1.73491
1024 6 1.69607
1024 8 1.83789
1024 10 1.55252
2048 0 6.77835
2048 2 3.64604
2048 4 2.87971
2048 6 2.38329
2048 8 2.19309
2048 10 2.04714
4096 0 7.74826
4096 2 6.53858
4096 4 5.6521
4096 6 5.05027
4096 8 4.68467
4096 10 4.19755
